State,Year,Month,Crop,Price_per_Quintal,Market
Haryana,2015,6,Cotton,7028.89,Export
Haryana,2015,6,Sugarcane,335.6,Export
Haryana,2015,6,Maize,1477.94,Export
Haryana,2015,6,Soybean,3463.68,Regional
Haryana,2015,6,Wheat,2615.57,Regional
Haryana,2015,6,Barley,1851.99,Export
Haryana,2015,6,Mustard,4890.52,Export
Haryana,2015,6,Gram,4704.74,Export
Haryana,2015,6,Peas,2830.62,Export
Haryana,2015,6,Fodder,932.62,Export
Haryana,2015,6,Vegetables,1262.21,Export
Haryana,2015,6,Watermelon,763.01,Local
Haryana,2015,6,Cucumber,1035.89,Export
Haryana,2015,7,Rice,2697.29,Export
Haryana,2015,7,Cotton,8072.05,Regional
Haryana,2015,7,Sugarcane,305.4,Regional
Haryana,2015,7,Maize,1782.47,Local
Haryana,2015,7,Soybean,3739.55,Export
Haryana,2015,7,Wheat,2485.98,Local
Haryana,2015,7,Barley,1672.05,Export
Haryana,2015,7,Mustard,3283.37,Export
Haryana,2015,7,Gram,6877.15,Local
Haryana,2015,7,Peas,3549.68,Export
Haryana,2015,7,Fodder,879.8,Regional
Haryana,2015,7,Vegetables,1262.12,Local
Haryana,2015,7,Watermelon,654.68,Local
Haryana,2015,7,Cucumber,1283.16,Regional
Haryana,2015,8,Rice,1926.85,Local
Haryana,2015,8,Cotton,7564.03,Local
Haryana,2015,8,Sugarcane,559.68,Export
Haryana,2015,8,Maize,1715.78,Regional
Haryana,2015,8,Soybean,4499.39,Regional
Haryana,2015,8,Wheat,1777.06,Export
Haryana,2015,8,Barley,1791.73,Regional
Haryana,2015,8,Mustard,5582.67,Export
Haryana,2015,8,Gram,4224.36,Export
Haryana,2015,8,Peas,4668.83,Regional
Haryana,2015,8,Fodder,977.5,Export
Haryana,2015,8,Vegetables,1321.02,Export
Haryana,2015,8,Watermelon,451.41,Export
Haryana,2015,8,Cucumber,1112.56,Local
Haryana,2015,9,Rice,1750.11,Export
Haryana,2015,9,Cotton,5153.13,Export
Haryana,2015,9,Sugarcane,355.26,Local
Haryana,2015,9,Maize,1531.01,Regional
Haryana,2015,9,Soybean,3660.88,Regional
Haryana,2015,9,Wheat,2629.55,Local
Haryana,2015,9,Barley,1449.06,Regional
Haryana,2015,9,Mustard,4120.99,Regional
Haryana,2015,9,Gram,6810.48,Regional
Haryana,2015,9,Peas,3745.07,Regional
Haryana,2015,9,Fodder,978.8,Local
Haryana,2015,9,Vegetables,1737.07,Regional
Haryana,2015,9,Watermelon,702.55,Export
Haryana,2015,9,Cucumber,887.6,Export
Haryana,2015,10,Rice,1673.73,Regional
Haryana,2015,10,Cotton,5395.35,Regional
Haryana,2015,10,Sugarcane,453.98,Export
Haryana,2015,10,Maize,1266.93,Local
Haryana,2015,10,Soybean,2974.72,Local
Haryana,2015,10,Wheat,1744.06,Export
Haryana,2015,10,Barley,1634.39,Local
Haryana,2015,10,Mustard,4420.74,Regional
Haryana,2015,10,Gram,7585.71,Local
Haryana,2015,10,Peas,5019.52,Regional
Haryana,2015,10,Fodder,833.25,Export
Haryana,2015,10,Vegetables,1146.16,Export
Haryana,2015,10,Watermelon,627.1,Regional
Haryana,2015,10,Cucumber,1336.73,Export
Haryana,2015,11,Rice,2791.19,Regional
Haryana,2015,11,Cotton,7599.45,Export
Haryana,2015,11,Sugarcane,321.62,Export
Haryana,2015,11,Maize,1677.26,Local
Haryana,2015,11,Soybean,3172.11,Regional
Haryana,2015,11,Wheat,1941.32,Local
Haryana,2015,11,Barley,1462.08,Export
Haryana,2015,11,Mustard,4559.85,Export
Haryana,2015,11,Gram,5941.84,Regional
Haryana,2015,11,Peas,3385.74,Local
Haryana,2015,11,Fodder,964.53,Local
Haryana,2015,11,Vegetables,1344.71,Local
Haryana,2015,11,Watermelon,789.23,Regional
Haryana,2015,11,Cucumber,1162.55,Local
Haryana,2015,12,Rice,2495.01,Export
Haryana,2015,12,Cotton,5045.09,Export
Haryana,2015,12,Sugarcane,480.52,Regional
Haryana,2015,12,Maize,1917.3,Export
Haryana,2015,12,Soybean,3505.88,Export
Haryana,2015,12,Wheat,2848.6,Local
Haryana,2015,12,Barley,2184.29,Regional
Haryana,2015,12,Mustard,3909.35,Regional
Haryana,2015,12,Gram,7329.28,Export
Haryana,2015,12,Peas,2879.84,Local
Haryana,2015,12,Fodder,995.64,Export
Haryana,2015,12,Vegetables,1506.56,Local
Haryana,2015,12,Watermelon,708.26,Export
Haryana,2015,12,Cucumber,1057.7,Export
Haryana,2016,1,Rice,2163.63,Regional
Haryana,2016,1,Cotton,4369.38,Export
Haryana,2016,1,Sugarcane,415.36,Regional
Haryana,2016,1,Maize,1646.64,Export
Haryana,2016,1,Soybean,3901.54,Export
Haryana,2016,1,Wheat,2757.27,Local
Haryana,2016,1,Barley,1890.58,Regional
Haryana,2016,1,Mustard,4591.77,Export
Haryana,2016,1,Gram,6570.85,Regional
Haryana,2016,1,Peas,3521.83,Export
Haryana,2016,1,Fodder,1023.11,Local
Haryana,2016,1,Vegetables,1105.61,Export
Haryana,2016,1,Watermelon,664.47,Export
Haryana,2016,1,Cucumber,1142.26,Local
Haryana,2016,2,Rice,1935.98,Regional
Haryana,2016,2,Cotton,4380.55,Regional
Haryana,2016,2,Sugarcane,282.91,Regional
Haryana,2016,2,Maize,1476.3,Export
Haryana,2016,2,Soybean,5624.19,Regional
Haryana,2016,2,Wheat,2798.59,Export
Haryana,2016,2,Barley,2230.95,Regional
Haryana,2016,2,Mustard,4863.62,Local
Haryana,2016,2,Gram,5824.87,Local
Haryana,2016,2,Peas,3142.33,Local
Haryana,2016,2,Fodder,824.72,Export
Haryana,2016,2,Vegetables,1420.23,Export
Haryana,2016,2,Watermelon,756.21,Export
Haryana,2016,2,Cucumber,1057.44,Regional
Haryana,2016,3,Rice,2000.39,Local
Haryana,2016,3,Cotton,4762.0,Export
Haryana,2016,3,Sugarcane,328.11,Regional
Haryana,2016,3,Maize,1857.3,Local
Haryana,2016,3,Soybean,5796.67,Local
Haryana,2016,3,Wheat,2541.22,Local
Haryana,2016,3,Barley,1759.27,Regional
Haryana,2016,3,Mustard,5128.38,Regional
Haryana,2016,3,Gram,4634.77,Local
Haryana,2016,3,Peas,2655.22,Regional
Haryana,2016,3,Fodder,1120.92,Local
Haryana,2016,3,Vegetables,1233.79,Regional
Haryana,2016,3,Watermelon,524.04,Regional
Haryana,2016,3,Cucumber,1186.73,Regional
Haryana,2016,4,Rice,1637.75,Regional
Haryana,2016,4,Cotton,4561.68,Export
Haryana,2016,4,Sugarcane,426.3,Local
Haryana,2016,4,Maize,2013.95,Local
Haryana,2016,4,Soybean,5085.93,Export
Haryana,2016,4,Wheat,2679.11,Regional
Haryana,2016,4,Barley,1173.88,Local
Haryana,2016,4,Mustard,4017.09,Local
Haryana,2016,4,Gram,5038.99,Export
Haryana,2016,4,Peas,3013.19,Local
Haryana,2016,4,Fodder,950.28,Export
Haryana,2016,4,Vegetables,1299.0,Local
Haryana,2016,4,Watermelon,645.65,Export
Haryana,2016,4,Cucumber,996.18,Regional
Haryana,2016,5,Rice,1742.27,Local
Haryana,2016,5,Cotton,8052.61,Regional
Haryana,2016,5,Sugarcane,354.35,Local
Haryana,2016,5,Maize,1781.81,Export
Haryana,2016,5,Soybean,5894.43,Local
Haryana,2016,5,Wheat,1605.9,Local
Haryana,2016,5,Barley,2474.01,Export
Haryana,2016,5,Mustard,3334.46,Export
Haryana,2016,5,Gram,5805.23,Regional
Haryana,2016,5,Peas,3552.94,Local
Haryana,2016,5,Fodder,808.57,Local
Haryana,2016,5,Vegetables,1539.96,Export
Haryana,2016,5,Watermelon,561.36,Regional
Haryana,2016,5,Cucumber,1096.01,Export
Haryana,2016,6,Rice,2156.95,Local
Haryana,2016,6,Cotton,6868.67,Export
Haryana,2016,6,Sugarcane,411.0,Export
Haryana,2016,6,Maize,2189.36,Local
Haryana,2016,6,Soybean,3151.07,Regional
Haryana,2016,6,Wheat,2466.5,Local
Haryana,2016,6,Barley,1817.02,Export
Haryana,2016,6,Mustard,6922.87,Regional
Haryana,2016,6,Gram,5089.73,Export
Haryana,2016,6,Peas,3087.34,Regional
Haryana,2016,6,Fodder,1076.35,Local
Haryana,2016,6,Vegetables,1280.36,Regional
Haryana,2016,6,Watermelon,723.75,Regional
Haryana,2016,6,Cucumber,1338.54,Export
Haryana,2016,7,Rice,2388.58,Export
Haryana,2016,7,Cotton,5727.5,Regional
Haryana,2016,7,Sugarcane,484.85,Export
Haryana,2016,7,Maize,1845.33,Local
Haryana,2016,7,Soybean,3270.01,Regional
Haryana,2016,7,Wheat,1647.44,Local
Haryana,2016,7,Barley,1952.75,Local
Haryana,2016,7,Mustard,6290.96,Regional
Haryana,2016,7,Gram,5817.41,Local
Haryana,2016,7,Peas,3203.01,Export
Haryana,2016,7,Fodder,746.48,Local
Haryana,2016,7,Vegetables,1873.74,Local
Haryana,2016,7,Watermelon,930.37,Local
Haryana,2016,7,Cucumber,1052.54,Local
Haryana,2016,8,Rice,1784.28,Export
Haryana,2016,8,Cotton,8140.11,Local
Haryana,2016,8,Sugarcane,375.23,Local
Haryana,2016,8,Maize,2228.93,Regional
Haryana,2016,8,Soybean,3278.45,Export
Haryana,2016,8,Wheat,1674.59,Local
Haryana,2016,8,Barley,1477.05,Export
Haryana,2016,8,Mustard,3178.98,Local
Haryana,2016,8,Gram,4456.74,Export
Haryana,2016,8,Peas,3171.4,Local
Haryana,2016,8,Fodder,744.64,Local
Haryana,2016,8,Vegetables,1635.71,Export
Haryana,2016,8,Watermelon,606.93,Regional
Haryana,2016,8,Cucumber,889.87,Regional
Haryana,2016,9,Rice,2329.05,Regional
Haryana,2016,9,Cotton,6945.72,Regional
Haryana,2016,9,Sugarcane,518.74,Regional
Haryana,2016,9,Maize,1749.24,Regional
Haryana,2016,9,Soybean,4318.98,Export
Haryana,2016,9,Wheat,2782.32,Export
Haryana,2016,9,Barley,2055.71,Regional
Haryana,2016,9,Mustard,3593.75,Regional
Haryana,2016,9,Gram,3683.56,Export
Haryana,2016,9,Peas,3726.21,Regional
Haryana,2016,9,Fodder,893.74,Regional
Haryana,2016,9,Vegetables,1044.94,Local
Haryana,2016,9,Watermelon,901.56,Regional
Haryana,2016,9,Cucumber,1213.87,Local
Haryana,2016,10,Rice,1984.11,Local
Haryana,2016,10,Cotton,5919.15,Regional
Haryana,2016,10,Sugarcane,375.07,Export
Haryana,2016,10,Maize,2034.75,Regional
Haryana,2016,10,Soybean,3896.61,Local
Haryana,2016,10,Wheat,2211.67,Export
Haryana,2016,10,Barley,1318.87,Local
Haryana,2016,10,Mustard,4612.72,Local
Haryana,2016,10,Gram,7590.61,Local
Haryana,2016,10,Peas,4046.48,Local
Haryana,2016,10,Fodder,1037.0,Local
Haryana,2016,10,Vegetables,1428.31,Export
Haryana,2016,10,Watermelon,850.91,Regional
Haryana,2016,10,Cucumber,1367.87,Export
Haryana,2016,11,Rice,2098.52,Local
Haryana,2016,11,Cotton,7630.38,Regional
Haryana,2016,11,Sugarcane,326.23,Regional
Haryana,2016,11,Maize,2071.35,Local
Haryana,2016,11,Soybean,3653.14,Regional
Haryana,2016,11,Wheat,2419.78,Export
Haryana,2016,11,Barley,1834.73,Local
Haryana,2016,11,Mustard,6256.72,Regional
Haryana,2016,11,Gram,4036.17,Local
Haryana,2016,11,Peas,4220.06,Local
Haryana,2016,11,Fodder,871.22,Regional
Haryana,2016,11,Vegetables,1225.57,Regional
Haryana,2016,11,Watermelon,776.61,Local
Haryana,2016,11,Cucumber,976.73,Export
Haryana,2016,12,Rice,2295.08,Export
Haryana,2016,12,Cotton,5165.56,Export
Haryana,2016,12,Sugarcane,276.77,Local
Haryana,2016,12,Maize,2062.67,Regional
Haryana,2016,12,Soybean,4356.36,Regional
Haryana,2016,12,Wheat,1761.78,Local
Haryana,2016,12,Barley,1771.8,Local
Haryana,2016,12,Mustard,4407.33,Export
Haryana,2016,12,Gram,3958.78,Local
Haryana,2016,12,Peas,4223.82,Local
Haryana,2016,12,Fodder,981.05,Regional
Haryana,2016,12,Vegetables,1308.1,Export
Haryana,2016,12,Watermelon,670.01,Export
Haryana,2016,12,Cucumber,1189.91,Export
Haryana,2017,1,Rice,1645.23,Export
Haryana,2017,1,Cotton,5802.25,Regional
Haryana,2017,1,Sugarcane,315.07,Regional
Haryana,2017,1,Maize,2010.22,Local
Haryana,2017,1,Soybean,4826.2,Export
Haryana,2017,1,Wheat,1447.49,Local
Haryana,2017,1,Barley,1829.09,Export
Haryana,2017,1,Mustard,4938.71,Export
Haryana,2017,1,Gram,3861.01,Export
Haryana,2017,1,Peas,3014.49,Regional
Haryana,2017,1,Fodder,829.2,Export
Haryana,2017,1,Vegetables,1085.88,Regional
Haryana,2017,1,Watermelon,741.68,Export
Haryana,2017,1,Cucumber,1254.41,Export
Haryana,2017,2,Rice,2765.08,Export
Haryana,2017,2,Cotton,5243.07,Regional
Haryana,2017,2,Sugarcane,275.97,Regional
Haryana,2017,2,Maize,1424.53,Regional
Haryana,2017,2,Soybean,5695.71,Local
Haryana,2017,2,Wheat,1540.64,Export
Haryana,2017,2,Barley,1751.55,Regional
Haryana,2017,2,Mustard,4900.37,Local
Haryana,2017,2,Gram,4312.07,Export
Haryana,2017,2,Peas,4953.79,Local
Haryana,2017,2,Fodder,872.76,Export
Haryana,2017,2,Vegetables,1311.37,Local
Haryana,2017,2,Watermelon,699.51,Regional
Haryana,2017,2,Cucumber,1226.69,Local
Haryana,2017,3,Rice,2462.82,Regional
Haryana,2017,3,Cotton,5846.39,Local
Haryana,2017,3,Sugarcane,417.69,Regional
Haryana,2017,3,Maize,1663.89,Regional
Haryana,2017,3,Soybean,3790.48,Regional
Haryana,2017,3,Wheat,1971.04,Regional
Haryana,2017,3,Barley,1964.73,Regional
Haryana,2017,3,Mustard,4281.32,Export
Haryana,2017,3,Gram,6339.79,Regional
Haryana,2017,3,Peas,4985.28,Regional
Haryana,2017,3,Fodder,998.93,Export
Haryana,2017,3,Vegetables,919.94,Local
Haryana,2017,3,Watermelon,674.9,Regional
Haryana,2017,3,Cucumber,1005.9,Regional
Haryana,2017,4,Rice,2071.85,Local
Haryana,2017,4,Cotton,5032.84,Regional
Haryana,2017,4,Sugarcane,370.71,Local
Haryana,2017,4,Maize,1274.3,Local
Haryana,2017,4,Soybean,5404.22,Export
Haryana,2017,4,Wheat,1512.23,Local
Haryana,2017,4,Barley,2036.47,Regional
Haryana,2017,4,Mustard,5399.29,Local
Haryana,2017,4,Gram,5029.48,Local
Haryana,2017,4,Peas,4024.22,Local
Haryana,2017,4,Fodder,987.07,Local
Haryana,2017,4,Vegetables,914.29,Regional
Haryana,2017,4,Watermelon,699.07,Local
Haryana,2017,4,Cucumber,1294.69,Local
Haryana,2017,5,Rice,1690.01,Export
Haryana,2017,5,Cotton,6136.24,Local
Haryana,2017,5,Sugarcane,326.82,Regional
Haryana,2017,5,Maize,1951.12,Export
Haryana,2017,5,Soybean,3088.54,Export
Haryana,2017,5,Wheat,2102.31,Regional
Haryana,2017,5,Barley,1672.29,Local
Haryana,2017,5,Mustard,3786.0,Regional
Haryana,2017,5,Gram,5755.14,Local
Haryana,2017,5,Peas,3118.66,Regional
Haryana,2017,5,Fodder,826.78,Local
Haryana,2017,5,Vegetables,1224.43,Regional
Haryana,2017,5,Watermelon,606.45,Local
Haryana,2017,5,Cucumber,1073.24,Export
Haryana,2017,6,Rice,1538.72,Regional
Haryana,2017,6,Cotton,5192.75,Regional
Haryana,2017,6,Sugarcane,275.54,Export
Haryana,2017,6,Maize,2025.2,Regional
Haryana,2017,6,Soybean,3589.3,Export
Haryana,2017,6,Wheat,1498.67,Local
Haryana,2017,6,Barley,1234.21,Local
Haryana,2017,6,Mustard,3793.93,Export
Haryana,2017,6,Gram,6661.77,Export
Haryana,2017,6,Peas,3956.24,Local
Haryana,2017,6,Fodder,931.51,Local
Haryana,2017,6,Vegetables,1535.2,Export
Haryana,2017,6,Watermelon,594.46,Local
Haryana,2017,6,Cucumber,1316.19,Local
Haryana,2017,7,Rice,2548.92,Export
Haryana,2017,7,Cotton,6996.11,Local
Haryana,2017,7,Sugarcane,510.86,Export
Haryana,2017,7,Maize,2631.12,Export
Haryana,2017,7,Soybean,5601.3,Local
Haryana,2017,7,Wheat,2648.7,Export
Haryana,2017,7,Barley,1498.77,Export
Haryana,2017,7,Mustard,5002.85,Export
Haryana,2017,7,Gram,4697.28,Export
Haryana,2017,7,Peas,3078.6,Regional
Haryana,2017,7,Fodder,992.46,Export
Haryana,2017,7,Vegetables,1545.49,Local
Haryana,2017,7,Watermelon,752.37,Local
Haryana,2017,7,Cucumber,977.96,Local
Haryana,2017,8,Rice,1645.22,Export
Haryana,2017,8,Cotton,4574.34,Export
Haryana,2017,8,Sugarcane,400.18,Regional
Haryana,2017,8,Maize,2437.31,Export
Haryana,2017,8,Soybean,2943.61,Regional
Haryana,2017,8,Wheat,1807.51,Export
Haryana,2017,8,Barley,1671.14,Regional
Haryana,2017,8,Mustard,3664.28,Local
Haryana,2017,8,Gram,6244.41,Regional
Haryana,2017,8,Peas,3633.57,Regional
Haryana,2017,8,Fodder,903.54,Local
Haryana,2017,8,Vegetables,1385.05,Local
Haryana,2017,8,Watermelon,522.68,Export
Haryana,2017,8,Cucumber,1390.11,Local
Haryana,2017,9,Rice,2563.62,Local
Haryana,2017,9,Cotton,5367.48,Regional
Haryana,2017,9,Sugarcane,357.98,Export
Haryana,2017,9,Maize,1416.29,Regional
Haryana,2017,9,Soybean,4500.84,Regional
Haryana,2017,9,Wheat,2038.56,Regional
Haryana,2017,9,Barley,2284.0,Export
Haryana,2017,9,Mustard,5392.21,Local
Haryana,2017,9,Gram,5879.63,Regional
Haryana,2017,9,Peas,2950.65,Regional
Haryana,2017,9,Fodder,1126.12,Local
Haryana,2017,9,Vegetables,1922.16,Local
Haryana,2017,9,Watermelon,612.05,Local
Haryana,2017,9,Cucumber,1319.01,Local
Haryana,2017,10,Rice,2369.24,Regional
Haryana,2017,10,Cotton,5622.4,Regional
Haryana,2017,10,Sugarcane,300.99,Local
Haryana,2017,10,Maize,2051.51,Export
Haryana,2017,10,Soybean,5238.01,Local
Haryana,2017,10,Wheat,2183.44,Export
Haryana,2017,10,Barley,2157.34,Export
Haryana,2017,10,Mustard,3821.01,Export
Haryana,2017,10,Gram,3568.09,Local
Haryana,2017,10,Peas,3538.74,Local
Haryana,2017,10,Fodder,718.62,Local
Haryana,2017,10,Vegetables,1350.89,Export
Haryana,2017,10,Watermelon,866.44,Regional
Haryana,2017,10,Cucumber,1652.87,Regional
Haryana,2017,11,Rice,2426.47,Local
Haryana,2017,11,Cotton,6731.35,Local
Haryana,2017,11,Sugarcane,447.4,Regional
Haryana,2017,11,Maize,1228.29,Local
Haryana,2017,11,Soybean,4999.58,Export
Haryana,2017,11,Wheat,2022.0,Regional
Haryana,2017,11,Barley,1199.98,Export
Haryana,2017,11,Mustard,5199.82,Regional
Haryana,2017,11,Gram,5942.06,Regional
Haryana,2017,11,Peas,3433.72,Local
Haryana,2017,11,Fodder,867.79,Local
Haryana,2017,11,Vegetables,1263.05,Export
Haryana,2017,11,Watermelon,480.64,Regional
Haryana,2017,11,Cucumber,1061.12,Local
Haryana,2017,12,Rice,2981.52,Local
Haryana,2017,12,Cotton,5773.85,Regional
Haryana,2017,12,Sugarcane,398.05,Local
Haryana,2017,12,Maize,1653.05,Export
Haryana,2017,12,Soybean,6000.73,Local
Haryana,2017,12,Wheat,2039.98,Export
Haryana,2017,12,Barley,1519.33,Local
Haryana,2017,12,Mustard,6685.29,Local
Haryana,2017,12,Gram,4670.09,Export
Haryana,2017,12,Peas,3909.25,Regional
Haryana,2017,12,Fodder,875.36,Local
Haryana,2017,12,Vegetables,1512.06,Local
Haryana,2017,12,Watermelon,779.5,Export
Haryana,2017,12,Cucumber,1455.27,Regional
Haryana,2018,1,Rice,1956.92,Regional
Haryana,2018,1,Cotton,3877.63,Local
Haryana,2018,1,Sugarcane,343.65,Export
Haryana,2018,1,Maize,1367.07,Local
Haryana,2018,1,Soybean,4666.26,Local
Haryana,2018,1,Wheat,2558.25,Local
Haryana,2018,1,Barley,1907.19,Regional
Haryana,2018,1,Mustard,6456.53,Regional
Haryana,2018,1,Gram,4276.2,Local
Haryana,2018,1,Peas,3683.04,Export
Haryana,2018,1,Fodder,1016.06,Regional
Haryana,2018,1,Vegetables,1062.92,Local
Haryana,2018,1,Watermelon,716.36,Regional
Haryana,2018,1,Cucumber,937.08,Export
Haryana,2018,2,Rice,1442.61,Export
Haryana,2018,2,Cotton,5574.78,Regional
Haryana,2018,2,Sugarcane,443.71,Export
Haryana,2018,2,Maize,1566.9,Regional
Haryana,2018,2,Soybean,5371.42,Local
Haryana,2018,2,Wheat,1822.01,Regional
Haryana,2018,2,Barley,2164.03,Local
Haryana,2018,2,Mustard,3841.61,Export
Haryana,2018,2,Gram,6644.13,Regional
Haryana,2018,2,Peas,4294.07,Export
Haryana,2018,2,Fodder,753.09,Local
Haryana,2018,2,Vegetables,1581.39,Regional
Haryana,2018,2,Watermelon,770.88,Regional
Haryana,2018,2,Cucumber,1439.89,Local
Haryana,2018,3,Rice,2595.0,Regional
Haryana,2018,3,Cotton,7256.2,Export
Haryana,2018,3,Sugarcane,511.09,Local
Haryana,2018,3,Maize,1486.22,Regional
Haryana,2018,3,Soybean,4514.86,Regional
Haryana,2018,3,Wheat,1804.88,Export
Haryana,2018,3,Barley,2160.49,Regional
Haryana,2018,3,Mustard,5713.19,Export
Haryana,2018,3,Gram,6191.4,Local
Haryana,2018,3,Peas,3654.85,Local
Haryana,2018,3,Fodder,1054.29,Regional
Haryana,2018,3,Vegetables,1440.1,Local
Haryana,2018,3,Watermelon,647.08,Regional
Haryana,2018,3,Cucumber,972.95,Local
Haryana,2018,4,Rice,1900.72,Local
Haryana,2018,4,Cotton,6540.94,Regional
Haryana,2018,4,Sugarcane,300.72,Regional
Haryana,2018,4,Maize,2168.16,Regional
Haryana,2018,4,Soybean,3815.31,Local
Haryana,2018,4,Wheat,1884.57,Regional
Haryana,2018,4,Barley,1408.75,Export
Haryana,2018,4,Mustard,5836.45,Local
Haryana,2018,4,Gram,4612.39,Regional
Haryana,2018,4,Peas,4456.6,Export
Haryana,2018,4,Fodder,942.19,Export
Haryana,2018,4,Vegetables,1326.14,Regional
Haryana,2018,4,Watermelon,572.74,Export
Haryana,2018,4,Cucumber,1066.5,Regional
Haryana,2018,5,Rice,2583.33,Export
Haryana,2018,5,Cotton,6940.79,Export
Haryana,2018,5,Sugarcane,388.18,Export
Haryana,2018,5,Maize,1732.72,Local
Haryana,2018,5,Soybean,4804.16,Regional
Haryana,2018,5,Wheat,2001.35,Local
Haryana,2018,5,Barley,2074.42,Export
Haryana,2018,5,Mustard,3968.25,Export
Haryana,2018,5,Gram,6701.2,Local
Haryana,2018,5,Peas,3106.38,Local
Haryana,2018,5,Fodder,1059.13,Local
Haryana,2018,5,Vegetables,883.24,Export
Haryana,2018,5,Watermelon,714.55,Local
Haryana,2018,5,Cucumber,1420.18,Export
Haryana,2018,6,Rice,2030.12,Local
Haryana,2018,6,Cotton,4038.49,Export
Haryana,2018,6,Sugarcane,502.6,Local
Haryana,2018,6,Maize,2136.09,Regional
Haryana,2018,6,Soybean,3462.58,Local
Haryana,2018,6,Wheat,2414.08,Regional
Haryana,2018,6,Barley,1703.02,Export
Haryana,2018,6,Mustard,4405.27,Export
Haryana,2018,6,Gram,5293.64,Regional
Haryana,2018,6,Peas,4456.08,Local
Haryana,2018,6,Fodder,965.24,Regional
Haryana,2018,6,Vegetables,1291.76,Local
Haryana,2018,6,Watermelon,836.32,Export
Haryana,2018,6,Cucumber,930.43,Local
Haryana,2018,7,Rice,1973.13,Regional
Haryana,2018,7,Cotton,6867.02,Local
Haryana,2018,7,Sugarcane,424.19,Export
Haryana,2018,7,Maize,1805.79,Export
Haryana,2018,7,Soybean,5133.82,Export
Haryana,2018,7,Wheat,1533.98,Regional
Haryana,2018,7,Barley,1664.63,Local
Haryana,2018,7,Mustard,4812.03,Regional
Haryana,2018,7,Gram,5571.74,Local
Haryana,2018,7,Peas,4655.69,Local
Haryana,2018,7,Fodder,964.62,Export
Haryana,2018,7,Vegetables,988.83,Export
Haryana,2018,7,Watermelon,595.16,Export
Haryana,2018,7,Cucumber,936.29,Regional
Haryana,2018,8,Rice,1609.82,Export
Haryana,2018,8,Cotton,5610.07,Regional
Haryana,2018,8,Sugarcane,348.45,Regional
Haryana,2018,8,Maize,1562.38,Regional
Haryana,2018,8,Soybean,3255.68,Regional
Haryana,2018,8,Wheat,2581.31,Regional
Haryana,2018,8,Barley,1367.05,Local
Haryana,2018,8,Mustard,5855.38,Regional
Haryana,2018,8,Gram,5295.07,Local
Haryana,2018,8,Peas,4740.34,Export
Haryana,2018,8,Fodder,981.0,Local
Haryana,2018,8,Vegetables,1248.94,Export
Haryana,2018,8,Watermelon,678.93,Regional
Haryana,2018,8,Cucumber,899.25,Regional
Haryana,2018,9,Rice,2555.43,Local
Haryana,2018,9,Cotton,4712.21,Local
Haryana,2018,9,Sugarcane,411.45,Local
Haryana,2018,9,Maize,2149.08,Local
Haryana,2018,9,Soybean,4020.63,Export
Haryana,2018,9,Wheat,2853.59,Local
Haryana,2018,9,Barley,2011.01,Regional
Haryana,2018,9,Mustard,4641.83,Regional
Haryana,2018,9,Gram,4785.18,Export
Haryana,2018,9,Peas,3746.75,Regional
Haryana,2018,9,Fodder,1095.81,Export
Haryana,2018,9,Vegetables,1177.16,Export
Haryana,2018,9,Watermelon,591.27,Export
Haryana,2018,9,Cucumber,1156.96,Local
Haryana,2018,10,Rice,2522.67,Regional
Haryana,2018,10,Cotton,5523.95,Regional
Haryana,2018,10,Sugarcane,391.34,Export
Haryana,2018,10,Maize,2353.52,Export
Haryana,2018,10,Soybean,5140.37,Local
Haryana,2018,10,Wheat,1707.28,Export
Haryana,2018,10,Barley,1835.31,Export
Haryana,2018,10,Mustard,3902.11,Regional
Haryana,2018,10,Gram,6647.12,Regional
Haryana,2018,10,Peas,4056.49,Export
Haryana,2018,10,Fodder,989.42,Regional
Haryana,2018,10,Vegetables,1597.64,Regional
Haryana,2018,10,Watermelon,782.1,Regional
Haryana,2018,10,Cucumber,878.21,Export
Haryana,2018,11,Rice,2317.62,Export
Haryana,2018,11,Cotton,4886.29,Regional
Haryana,2018,11,Sugarcane,441.53,Regional
Haryana,2018,11,Maize,1451.46,Regional
Haryana,2018,11,Soybean,5207.86,Local
Haryana,2018,11,Wheat,1914.63,Export
Haryana,2018,11,Barley,1727.99,Export
Haryana,2018,11,Mustard,5844.75,Export
Haryana,2018,11,Gram,5978.68,Regional
Haryana,2018,11,Peas,3883.43,Regional
Haryana,2018,11,Fodder,1038.2,Local
Haryana,2018,11,Vegetables,1348.51,Local
Haryana,2018,11,Watermelon,537.61,Regional
Haryana,2018,11,Cucumber,1039.44,Export
Haryana,2018,12,Rice,1787.36,Local
Haryana,2018,12,Cotton,6920.34,Local
Haryana,2018,12,Sugarcane,419.61,Regional
Haryana,2018,12,Maize,2028.99,Export
Haryana,2018,12,Soybean,4496.27,Regional
Haryana,2018,12,Wheat,1684.71,Local
Haryana,2018,12,Barley,2157.8,Local
Haryana,2018,12,Mustard,4469.85,Export
Haryana,2018,12,Gram,3980.81,Export
Haryana,2018,12,Peas,3928.47,Export
Haryana,2018,12,Fodder,1007.28,Export
Haryana,2018,12,Vegetables,1552.47,Regional
Haryana,2018,12,Watermelon,607.59,Export
Haryana,2018,12,Cucumber,877.52,Export
Haryana,2019,1,Rice,2713.29,Local
Haryana,2019,1,Cotton,5070.27,Export
Haryana,2019,1,Sugarcane,336.76,Export
