State,District,Year,Month,Rainfall_mm,Temperature_C,Humidity
Haryana,Karnal,2020,5,32.14,31.69,56.66
Haryana,Karnal,2020,6,280.01,41.12,54.41
Haryana,Karnal,2020,7,171.41,34.37,46.05
Haryana,Karnal,2020,8,271.99,34.79,51.11
Haryana,Karnal,2020,9,207.66,21.93,84.15
Haryana,Karnal,2020,10,64.9,27.61,61.41
Haryana,Karnal,2020,11,31.94,32.11,67.18
Haryana,Karnal,2020,12,60.41,21.33,69.02
Haryana,Karnal,2021,1,48.79,24.81,60.94
Haryana,Karnal,2021,2,22.97,12.69,67.85
Haryana,Karnal,2021,3,19.89,26.54,82.89
Haryana,Karnal,2021,4,6.85,35.84,65.15
Haryana,Karnal,2021,5,2.3,32.87,79.04
Haryana,Karnal,2021,6,129.58,37.55,42.94
Haryana,Karnal,2021,7,243.77,28.55,82.63
Haryana,Karnal,2021,8,245.55,30.7,62.09
Haryana,Karnal,2021,9,240.84,34.14,84.38
Haryana,Karnal,2021,10,25.06,26.78,64.23
Haryana,Karnal,2021,11,57.23,24.96,65.64
Haryana,Karnal,2021,12,71.32,24.3,46.49
Haryana,Karnal,2022,1,47.77,20.86,54.15
Haryana,Karnal,2022,2,0.27,19.92,72.05
Haryana,Karnal,2022,3,14.33,21.8,83.98
Haryana,Karnal,2022,4,24.55,35.42,72.87
Haryana,Karnal,2022,5,29.3,31.48,67.07
Haryana,Karnal,2022,6,251.76,30.51,48.16
Haryana,Karnal,2022,7,229.88,27.42,45.38
Haryana,Karnal,2022,8,117.82,34.19,65.83
Haryana,Karnal,2022,9,289.81,25.81,58.34
Haryana,Karnal,2022,10,58.75,22.08,55.45
Haryana,Karnal,2022,11,16.71,25.33,71.83
Haryana,Karnal,2022,12,71.53,18.5,48.31
Haryana,Karnal,2023,1,38.1,14.95,84.35
Haryana,Karnal,2023,2,25.32,16.42,73.83
Haryana,Karnal,2023,3,20.95,20.31,67.28
Haryana,Karnal,2023,4,39.28,28.83,56.79
Haryana,Karnal,2023,5,6.74,41.49,63.81
Haryana,Karnal,2023,6,100.93,33.39,41.24
Haryana,Karnal,2023,7,281.03,28.45,78.67
Haryana,Karnal,2023,8,291.14,22.83,67.94
Haryana,Karnal,2023,9,136.36,23.28,55.54
Haryana,Karnal,2023,10,71.05,33.69,66.99
Haryana,Karnal,2023,11,50.18,33.37,71.79
Haryana,Karnal,2023,12,71.58,14.31,46.7
Haryana,Hisar,2015,1,67.33,12.39,41.74
Haryana,Hisar,2015,2,21.5,24.45,82.33
Haryana,Hisar,2015,3,32.29,24.67,53.11
Haryana,Hisar,2015,4,13.96,30.53,63.33
Haryana,Hisar,2015,5,36.01,34.97,67.16
Haryana,Hisar,2015,6,299.47,40.88,82.2
Haryana,Hisar,2015,7,285.72,28.22,57.5
Haryana,Hisar,2015,8,189.59,21.75,64.95
Haryana,Hisar,2015,9,167.67,25.49,50.78
Haryana,Hisar,2015,10,67.23,22.83,58.19
Haryana,Hisar,2015,11,35.08,33.75,81.45
Haryana,Hisar,2015,12,66.76,23.83,71.84
Haryana,Hisar,2016,1,68.73,13.28,63.39
Haryana,Hisar,2016,2,26.54,16.17,63.73
Haryana,Hisar,2016,3,23.0,27.98,57.74
Haryana,Hisar,2016,4,21.86,30.81,54.41
Haryana,Hisar,2016,5,17.92,30.77,82.49
Haryana,Hisar,2016,6,185.26,34.09,43.71
Haryana,Hisar,2016,7,104.77,21.56,65.26
Haryana,Hisar,2016,8,221.93,24.59,84.65
Haryana,Hisar,2016,9,254.15,31.56,71.45
Haryana,Hisar,2016,10,46.93,20.62,82.61
Haryana,Hisar,2016,11,31.5,28.81,80.51
Haryana,Hisar,2016,12,48.0,20.33,73.27
Haryana,Hisar,2017,1,47.4,12.61,53.63
Haryana,Hisar,2017,2,7.53,24.53,42.36
Haryana,Hisar,2017,3,33.02,33.11,73.23
Haryana,Hisar,2017,4,20.96,30.5,56.69
Haryana,Hisar,2017,5,27.97,40.75,44.44
Haryana,Hisar,2017,6,289.99,40.49,72.06
Haryana,Hisar,2017,7,114.59,23.05,49.3
Haryana,Hisar,2017,8,228.08,20.23,81.49
Haryana,Hisar,2017,9,141.21,30.34,81.59
Haryana,Hisar,2017,10,10.33,23.61,76.61
Haryana,Hisar,2017,11,68.19,34.77,84.42
Haryana,Hisar,2017,12,67.86,16.83,77.7
Haryana,Hisar,2018,1,13.13,13.84,51.08
Haryana,Hisar,2018,2,26.74,23.47,59.03
Haryana,Hisar,2018,3,22.82,32.96,68.18
Haryana,Hisar,2018,4,8.2,40.3,73.15
Haryana,Hisar,2018,5,10.9,37.66,58.71
Haryana,Hisar,2018,6,182.73,31.89,80.55
Haryana,Hisar,2018,7,263.34,27.32,67.01
Haryana,Hisar,2018,8,225.31,25.93,71.32
Haryana,Hisar,2018,9,189.83,29.94,50.03
Haryana,Hisar,2018,10,54.63,21.73,80.6
Haryana,Hisar,2018,11,44.2,22.75,54.73
Haryana,Hisar,2018,12,76.05,15.33,70.64
Haryana,Hisar,2019,1,75.14,17.18,64.13
Haryana,Hisar,2019,2,11.39,19.41,44.88
Haryana,Hisar,2019,3,4.78,32.34,79.78
Haryana,Hisar,2019,4,38.01,35.77,62.41
Haryana,Hisar,2019,5,5.08,41.94,61.1
Haryana,Hisar,2019,6,121.87,31.2,77.49
Haryana,Hisar,2019,7,136.9,31.44,76.29
Haryana,Hisar,2019,8,148.35,29.23,59.71
Haryana,Hisar,2019,9,128.55,28.96,41.85
Haryana,Hisar,2019,10,75.35,31.5,48.5
Haryana,Hisar,2019,11,24.73,24.77,65.6
Haryana,Hisar,2019,12,76.4,16.44,82.77
Haryana,Hisar,2020,1,74.53,16.55,49.03
Haryana,Hisar,2020,2,25.77,17.09,46.89
Haryana,Hisar,2020,3,11.67,20.95,48.28
Haryana,Hisar,2020,4,7.77,37.21,59.75
Haryana,Hisar,2020,5,34.85,28.97,51.06
Haryana,Hisar,2020,6,205.71,35.8,46.45
Haryana,Hisar,2020,7,292.84,20.85,70.81
Haryana,Hisar,2020,8,181.98,28.01,67.84
Haryana,Hisar,2020,9,133.98,33.99,56.67
Haryana,Hisar,2020,10,20.04,21.56,50.51
Haryana,Hisar,2020,11,36.68,28.44,76.62
Haryana,Hisar,2020,12,63.81,13.56,50.1
Haryana,Hisar,2021,1,53.98,19.33,43.33
Haryana,Hisar,2021,2,25.95,23.84,82.17
Haryana,Hisar,2021,3,25.79,24.24,67.72
Haryana,Hisar,2021,4,17.99,38.47,70.73
Haryana,Hisar,2021,5,24.5,32.83,84.46
Haryana,Hisar,2021,6,191.0,40.87,46.89
Haryana,Hisar,2021,7,207.29,25.4,46.5
Haryana,Hisar,2021,8,227.42,22.62,83.53
Haryana,Hisar,2021,9,299.83,33.23,56.56
Haryana,Hisar,2021,10,11.47,32.08,46.48
Haryana,Hisar,2021,11,42.2,30.66,64.37
Haryana,Hisar,2021,12,25.89,17.23,77.81
Haryana,Hisar,2022,1,34.71,24.24,58.95
Haryana,Hisar,2022,2,16.71,21.53,59.98
Haryana,Hisar,2022,3,15.54,25.45,54.67
Haryana,Hisar,2022,4,15.96,38.13,49.27
Haryana,Hisar,2022,5,8.68,30.67,48.76
Haryana,Hisar,2022,6,274.72,37.23,67.85
Haryana,Hisar,2022,7,280.07,28.22,74.38
Haryana,Hisar,2022,8,181.64,29.66,49.61
Haryana,Hisar,2022,9,128.27,21.63,69.35
Haryana,Hisar,2022,10,31.02,32.49,74.86
Haryana,Hisar,2022,11,53.65,20.76,49.77
Haryana,Hisar,2022,12,48.62,14.04,57.29
Haryana,Hisar,2023,1,46.23,14.34,59.93
Haryana,Hisar,2023,2,27.76,17.02,70.01
Haryana,Hisar,2023,3,10.93,31.19,65.35
Haryana,Hisar,2023,4,6.23,33.63,75.18
Haryana,Hisar,2023,5,7.91,33.76,61.09
Haryana,Hisar,2023,6,273.61,29.83,81.91
Haryana,Hisar,2023,7,163.24,34.0,67.55
Haryana,Hisar,2023,8,247.06,33.14,70.43
Haryana,Hisar,2023,9,257.39,21.29,40.39
Haryana,Hisar,2023,10,70.36,20.79,78.37
Haryana,Hisar,2023,11,31.93,33.53,49.14
Haryana,Hisar,2023,12,20.54,14.77,77.83
Haryana,Ambala,2015,1,35.41,23.82,66.26
Haryana,Ambala,2015,2,33.13,18.18,71.66
Haryana,Ambala,2015,3,11.59,21.52,65.28
Haryana,Ambala,2015,4,36.03,30.13,58.68
Haryana,Ambala,2015,5,21.29,36.66,47.12
Haryana,Ambala,2015,6,210.46,34.57,84.25
Haryana,Ambala,2015,7,237.99,33.55,83.93
Haryana,Ambala,2015,8,232.77,22.2,60.02
Haryana,Ambala,2015,9,251.13,22.03,57.14
Haryana,Ambala,2015,10,36.56,22.56,40.9
Haryana,Ambala,2015,11,58.17,32.27,81.89
Haryana,Ambala,2015,12,50.94,14.36,80.23
Haryana,Ambala,2016,1,77.92,24.31,65.51
Haryana,Ambala,2016,2,35.42,24.84,79.89
Haryana,Ambala,2016,3,2.76,22.02,53.5
Haryana,Ambala,2016,4,15.74,30.09,84.68
Haryana,Ambala,2016,5,31.64,37.36,83.27
Haryana,Ambala,2016,6,164.14,37.96,82.69
Haryana,Ambala,2016,7,116.61,29.04,75.97
Haryana,Ambala,2016,8,103.19,33.37,58.8
Haryana,Ambala,2016,9,133.81,32.77,48.64
Haryana,Ambala,2016,10,29.62,27.81,81.22
Haryana,Ambala,2016,11,44.27,33.59,42.34
Haryana,Ambala,2016,12,26.72,15.99,60.2
Haryana,Ambala,2017,1,40.31,12.53,73.75
Haryana,Ambala,2017,2,30.39,17.96,43.61
Haryana,Ambala,2017,3,22.05,21.96,84.02
Haryana,Ambala,2017,4,24.97,38.28,40.86
Haryana,Ambala,2017,5,15.23,40.66,57.1
Haryana,Ambala,2017,6,107.2,37.41,71.36
Haryana,Ambala,2017,7,167.13,32.05,78.41
Haryana,Ambala,2017,8,256.82,26.11,55.4
Haryana,Ambala,2017,9,288.58,30.79,64.86
Haryana,Ambala,2017,10,44.22,24.0,81.1
Haryana,Ambala,2017,11,74.31,21.27,69.98
Haryana,Ambala,2017,12,32.3,18.61,45.11
Haryana,Ambala,2018,1,66.75,22.48,44.82
Haryana,Ambala,2018,2,2.98,16.85,46.93
Haryana,Ambala,2018,3,32.06,31.68,78.87
Haryana,Ambala,2018,4,0.39,28.19,76.31
Haryana,Ambala,2018,5,34.81,36.64,47.03
Haryana,Ambala,2018,6,225.23,40.2,60.73
Haryana,Ambala,2018,7,274.68,31.79,44.76
Haryana,Ambala,2018,8,124.4,30.56,48.98
Haryana,Ambala,2018,9,249.21,21.22,44.13
Haryana,Ambala,2018,10,76.6,20.06,75.62
Haryana,Ambala,2018,11,26.32,20.75,43.57
Haryana,Ambala,2018,12,32.43,18.88,61.42
Haryana,Ambala,2019,1,23.81,24.84,67.25
Haryana,Ambala,2019,2,7.44,15.74,70.43
Haryana,Ambala,2019,3,34.6,20.92,48.32
Haryana,Ambala,2019,4,0.25,30.46,48.9
Haryana,Ambala,2019,5,5.76,35.59,83.77
Haryana,Ambala,2019,6,239.99,37.84,43.41
Haryana,Ambala,2019,7,137.41,24.82,84.64
Haryana,Ambala,2019,8,132.48,29.53,66.65
Haryana,Ambala,2019,9,220.31,27.6,52.84
Haryana,Ambala,2019,10,39.86,32.37,73.09
Haryana,Ambala,2019,11,47.14,29.82,83.57
Haryana,Ambala,2019,12,27.62,21.81,42.91
Haryana,Ambala,2020,1,14.39,16.47,72.98
Haryana,Ambala,2020,2,24.79,22.63,43.6
Haryana,Ambala,2020,3,30.58,30.74,40.54
Haryana,Ambala,2020,4,29.77,29.24,66.47
Haryana,Ambala,2020,5,36.65,33.06,70.65
Haryana,Ambala,2020,6,235.64,28.92,51.81
Haryana,Ambala,2020,7,267.95,26.76,73.4
Haryana,Ambala,2020,8,196.09,27.5,74.35
Haryana,Ambala,2020,9,162.69,34.99,48.56
Haryana,Ambala,2020,10,51.11,20.64,55.88
Haryana,Ambala,2020,11,42.55,26.92,81.56
Haryana,Ambala,2020,12,69.25,24.64,60.86
Haryana,Ambala,2021,1,72.94,17.88,46.39
Haryana,Ambala,2021,2,30.02,17.45,41.1
Haryana,Ambala,2021,3,5.58,24.75,84.54
Haryana,Ambala,2021,4,25.29,33.59,40.63
Haryana,Ambala,2021,5,31.66,37.26,47.78
Haryana,Ambala,2021,6,218.59,30.57,44.27
Haryana,Ambala,2021,7,178.26,22.25,55.18
Haryana,Ambala,2021,8,104.34,25.88,53.66
Haryana,Ambala,2021,9,291.04,28.24,50.25
Haryana,Ambala,2021,10,44.06,30.86,59.48
Haryana,Ambala,2021,11,76.31,22.4,83.61
Haryana,Ambala,2021,12,14.18,24.5,43.01
Haryana,Ambala,2022,1,32.63,18.2,53.02
Haryana,Ambala,2022,2,9.41,24.26,76.16
Haryana,Ambala,2022,3,16.65,20.19,53.86
Haryana,Ambala,2022,4,6.34,36.83,70.78
Haryana,Ambala,2022,5,17.16,29.71,45.82
Haryana,Ambala,2022,6,156.38,38.15,76.32
Haryana,Ambala,2022,7,272.82,25.54,83.67
Haryana,Ambala,2022,8,112.62,26.71,58.77
Haryana,Ambala,2022,9,141.89,24.89,50.5
Haryana,Ambala,2022,10,71.03,24.69,81.21
Haryana,Ambala,2022,11,78.08,31.8,64.97
Haryana,Ambala,2022,12,50.41,16.3,48.75
Haryana,Ambala,2023,1,18.9,16.18,68.47
Haryana,Ambala,2023,2,38.85,14.98,66.68
Haryana,Ambala,2023,3,9.48,32.29,61.99
Haryana,Ambala,2023,4,18.79,28.27,62.99
Haryana,Ambala,2023,5,3.82,38.5,68.06
Haryana,Ambala,2023,6,116.26,34.87,67.12
Haryana,Ambala,2023,7,278.18,34.37,51.97
Haryana,Ambala,2023,8,189.9,31.66,75.61
Haryana,Ambala,2023,9,155.24,22.15,78.15
Haryana,Ambala,2023,10,14.13,23.7,68.49
Haryana,Ambala,2023,11,32.91,32.37,61.71
Haryana,Ambala,2023,12,20.23,15.55,54.4
Haryana,Rohtak,2015,1,78.97,19.86,64.13
Haryana,Rohtak,2015,2,32.97,20.4,83.1
Haryana,Rohtak,2015,3,23.9,21.81,73.0
Haryana,Rohtak,2015,4,29.42,30.73,75.95
Haryana,Rohtak,2015,5,11.3,39.07,59.03
Haryana,Rohtak,2015,6,263.72,28.15,51.74
Haryana,Rohtak,2015,7,128.81,20.38,69.32
Haryana,Rohtak,2015,8,252.47,21.18,60.92
Haryana,Rohtak,2015,9,281.96,22.21,68.17
Haryana,Rohtak,2015,10,48.87,28.91,74.13
Haryana,Rohtak,2015,11,17.54,24.1,52.42
Haryana,Rohtak,2015,12,59.44,17.89,47.33
Haryana,Rohtak,2016,1,19.0,24.43,45.58
Haryana,Rohtak,2016,2,34.71,19.18,56.6
Haryana,Rohtak,2016,3,12.61,30.81,64.76
Haryana,Rohtak,2016,4,25.16,37.05,57.8
Haryana,Rohtak,2016,5,13.06,39.71,41.55
Haryana,Rohtak,2016,6,156.58,35.92,65.58
Haryana,Rohtak,2016,7,276.65,20.84,72.28
Haryana,Rohtak,2016,8,126.37,20.96,43.06
Haryana,Rohtak,2016,9,130.31,27.84,82.31
Haryana,Rohtak,2016,10,26.45,31.32,83.75
Haryana,Rohtak,2016,11,33.67,26.19,73.79
Haryana,Rohtak,2016,12,44.47,19.09,63.61
Haryana,Rohtak,2017,1,54.93,17.15,46.97
Haryana,Rohtak,2017,2,32.91,22.59,60.18
Haryana,Rohtak,2017,3,4.61,33.67,51.73
Haryana,Rohtak,2017,4,9.57,37.03,65.1
Haryana,Rohtak,2017,5,2.1,39.8,50.15
Haryana,Rohtak,2017,6,108.48,31.07,50.47
Haryana,Rohtak,2017,7,130.53,33.06,62.53
Haryana,Rohtak,2017,8,164.59,31.34,70.16
Haryana,Rohtak,2017,9,103.85,31.48,62.15
Haryana,Rohtak,2017,10,56.87,30.46,64.75
Haryana,Rohtak,2017,11,12.81,28.85,49.4
Haryana,Rohtak,2017,12,50.79,12.09,71.58
Haryana,Rohtak,2018,1,50.71,16.79,80.44
Haryana,Rohtak,2018,2,6.57,14.77,64.13
Haryana,Rohtak,2018,3,36.61,31.16,52.66
Haryana,Rohtak,2018,4,22.25,35.15,47.19
Haryana,Rohtak,2018,5,8.06,36.51,55.05
Haryana,Rohtak,2018,6,165.41,31.64,45.36
Haryana,Rohtak,2018,7,157.08,20.43,67.15
Haryana,Rohtak,2018,8,230.28,27.68,58.26
Haryana,Rohtak,2018,9,136.97,20.62,76.21
Haryana,Rohtak,2018,10,62.0,33.11,49.01
Haryana,Rohtak,2018,11,49.91,31.21,77.48
Haryana,Rohtak,2018,12,57.19,23.53,76.8
Haryana,Rohtak,2019,1,35.27,12.71,68.18
Haryana,Rohtak,2019,2,22.67,23.5,51.35
Haryana,Rohtak,2019,3,20.44,24.65,49.74
Haryana,Rohtak,2019,4,7.24,32.68,62.48
Haryana,Rohtak,2019,5,28.8,38.08,60.6
Haryana,Rohtak,2019,6,178.15,38.55,81.44
Haryana,Rohtak,2019,7,196.04,28.95,75.78
Haryana,Rohtak,2019,8,233.4,34.07,43.5
Haryana,Rohtak,2019,9,121.45,20.0,41.4
Haryana,Rohtak,2019,10,13.5,20.17,52.34
Haryana,Rohtak,2019,11,10.0,26.68,72.79
Haryana,Rohtak,2019,12,77.28,13.26,56.56
Haryana,Rohtak,2020,1,55.2,24.62,73.38
Haryana,Rohtak,2020,2,14.91,15.64,69.41
Haryana,Rohtak,2020,3,11.9,20.52,45.4
Haryana,Rohtak,2020,4,5.67,34.4,81.95
Haryana,Rohtak,2020,5,39.33,40.8,45.41
Haryana,Rohtak,2020,6,227.34,41.33,75.67
Haryana,Rohtak,2020,7,276.06,33.98,47.86
Haryana,Rohtak,2020,8,122.52,30.87,60.49
Haryana,Rohtak,2020,9,277.29,30.42,52.29
Haryana,Rohtak,2020,10,11.58,28.45,42.85
Haryana,Rohtak,2020,11,58.43,23.23,57.89
Haryana,Rohtak,2020,12,36.42,12.48,59.46
Haryana,Rohtak,2021,1,42.6,14.28,40.6
Haryana,Rohtak,2021,2,35.9,20.54,83.17
Haryana,Rohtak,2021,3,35.06,30.65,72.35
Haryana,Rohtak,2021,4,8.11,31.74,70.21
Haryana,Rohtak,2021,5,38.53,30.63,71.04
Haryana,Rohtak,2021,6,262.07,41.94,41.99
Haryana,Rohtak,2021,7,212.64,32.85,65.15
Haryana,Rohtak,2021,8,240.59,31.88,72.2
Haryana,Rohtak,2021,9,248.51,24.3,43.98
Haryana,Rohtak,2021,10,35.71,32.31,64.51
Haryana,Rohtak,2021,11,36.13,33.53,72.68
Haryana,Rohtak,2021,12,47.85,16.17,68.77
Haryana,Rohtak,2022,1,38.49,19.54,56.74
Haryana,Rohtak,2022,2,39.34,21.98,46.64
Haryana,Rohtak,2022,3,26.91,33.34,70.41
Haryana,Rohtak,2022,4,16.31,41.46,43.89
Haryana,Rohtak,2022,5,10.13,29.93,81.61
Haryana,Rohtak,2022,6,229.09,34.31,64.26
Haryana,Rohtak,2022,7,236.07,33.35,55.46
Haryana,Rohtak,2022,8,283.66,34.74,46.53
Haryana,Rohtak,2022,9,168.33,29.49,73.52
Haryana,Rohtak,2022,10,69.58,28.61,83.98
Haryana,Rohtak,2022,11,65.46,32.37,57.84
Haryana,Rohtak,2022,12,67.64,23.45,84.57
Haryana,Rohtak,2023,1,48.08,18.75,65.9
Haryana,Rohtak,2023,2,10.19,19.16,82.4
Haryana,Rohtak,2023,3,29.59,30.26,75.45
Haryana,Rohtak,2023,4,19.57,32.56,77.64
Haryana,Rohtak,2023,5,14.93,41.12,63.54
Haryana,Rohtak,2023,6,263.87,31.07,55.8
Haryana,Rohtak,2023,7,181.6,31.27,44.79
Haryana,Rohtak,2023,8,228.09,26.8,77.55
Haryana,Rohtak,2023,9,279.05,22.82,40.03
Haryana,Rohtak,2023,10,65.55,27.57,44.85
Haryana,Rohtak,2023,11,20.1,21.08,82.75
Haryana,Rohtak,2023,12,26.93,17.28,77.14
Uttar Pradesh,Lucknow,2015,1,47.94,13.26,76.65
Uttar Pradesh,Lucknow,2015,2,0.94,12.4,45.45
Uttar Pradesh,Lucknow,2015,3,7.43,31.64,43.21
Uttar Pradesh,Lucknow,2015,4,10.14,41.31,58.99
Uttar Pradesh,Lucknow,2015,5,14.3,33.64,71.4
Uttar Pradesh,Lucknow,2015,6,160.04,33.43,49.38
Uttar Pradesh,Lucknow,2015,7,185.7,28.85,61.53
Uttar Pradesh,Lucknow,2015,8,222.96,20.63,62.11
Uttar Pradesh,Lucknow,2015,9,106.3,24.79,41.4
Uttar Pradesh,Lucknow,2015,10,59.04,32.92,57.27
Uttar Pradesh,Lucknow,2015,11,47.73,21.47,70.99
Uttar Pradesh,Lucknow,2015,12,53.42,16.56,83.71
Uttar Pradesh,Lucknow,2016,1,44.32,12.36,41.74
Uttar Pradesh,Lucknow,2016,2,19.5,23.78,61.37
Uttar Pradesh,Lucknow,2016,3,21.75,21.24,72.59
Uttar Pradesh,Lucknow,2016,4,28.62,40.91,60.46
Uttar Pradesh,Lucknow,2016,5,29.96,31.38,84.28
Uttar Pradesh,Lucknow,2016,6,106.87,32.34,74.97
Uttar Pradesh,Lucknow,2016,7,270.93,23.25,58.48
Uttar Pradesh,Lucknow,2016,8,102.06,21.93,78.82
Uttar Pradesh,Lucknow,2016,9,256.17,34.03,60.0
Uttar Pradesh,Lucknow,2016,10,45.15,26.95,71.37
Uttar Pradesh,Lucknow,2016,11,37.17,33.87,69.42
Uttar Pradesh,Lucknow,2016,12,13.41,19.61,71.42
Uttar Pradesh,Lucknow,2017,1,44.38,23.73,53.2
Uttar Pradesh,Lucknow,2017,2,6.51,15.77,54.91
Uttar Pradesh,Lucknow,2017,3,4.39,22.32,77.68
Uttar Pradesh,Lucknow,2017,4,7.96,34.81,40.26
Uttar Pradesh,Lucknow,2017,5,31.03,39.3,80.74
Uttar Pradesh,Lucknow,2017,6,254.49,28.61,48.22
Uttar Pradesh,Lucknow,2017,7,168.01,30.25,78.05
Uttar Pradesh,Lucknow,2017,8,145.75,26.67,71.54
Uttar Pradesh,Lucknow,2017,9,282.33,21.52,46.26
Uttar Pradesh,Lucknow,2017,10,61.82,34.2,65.32
Uttar Pradesh,Lucknow,2017,11,40.67,25.5,71.45
Uttar Pradesh,Lucknow,2017,12,11.44,18.83,71.22
Uttar Pradesh,Lucknow,2018,1,54.44,13.38,61.31
Uttar Pradesh,Lucknow,2018,2,11.16,19.24,59.0
Uttar Pradesh,Lucknow,2018,3,2.61,23.94,82.69
Uttar Pradesh,Lucknow,2018,4,14.31,33.62,81.37
Uttar Pradesh,Lucknow,2018,5,36.26,40.26,45.45
Uttar Pradesh,Lucknow,2018,6,132.4,35.99,69.91
Uttar Pradesh,Lucknow,2018,7,189.22,34.95,56.8
Uttar Pradesh,Lucknow,2018,8,152.6,21.0,75.55
Uttar Pradesh,Lucknow,2018,9,137.1,26.2,65.18
Uttar Pradesh,Lucknow,2018,10,26.26,22.21,45.99
Uttar Pradesh,Lucknow,2018,11,59.1,20.17,42.7
Uttar Pradesh,Lucknow,2018,12,65.17,13.47,69.97
Uttar Pradesh,Lucknow,2019,1,50.99,12.12,79.62
Uttar Pradesh,Lucknow,2019,2,5.48,23.97,78.73
Uttar Pradesh,Lucknow,2019,3,32.05,22.83,61.36
Uttar Pradesh,Lucknow,2019,4,19.15,29.39,57.45
Uttar Pradesh,Lucknow,2019,5,25.34,35.58,76.17
Uttar Pradesh,Lucknow,2019,6,129.22,29.78,62.94
Uttar Pradesh,Lucknow,2019,7,272.24,21.02,63.1
Uttar Pradesh,Lucknow,2019,8,297.47,28.49,51.12
Uttar Pradesh,Lucknow,2019,9,250.68,32.6,56.28
Uttar Pradesh,Lucknow,2019,10,25.77,23.94,42.69
Uttar Pradesh,Lucknow,2019,11,40.23,33.06,75.13
Uttar Pradesh,Lucknow,2019,12,11.94,20.73,81.89
Uttar Pradesh,Lucknow,2020,1,37.35,19.88,79.01
Uttar Pradesh,Lucknow,2020,2,29.94,13.66,67.67
Uttar Pradesh,Lucknow,2020,3,31.62,33.33,69.07
Uttar Pradesh,Lucknow,2020,4,30.22,30.2,66.95
Uttar Pradesh,Lucknow,2020,5,11.51,38.82,59.47
Uttar Pradesh,Lucknow,2020,6,106.18,28.93,43.82
Uttar Pradesh,Lucknow,2020,7,278.33,22.18,68.86
Uttar Pradesh,Lucknow,2020,8,173.9,25.9,60.9
Uttar Pradesh,Lucknow,2020,9,261.36,33.76,53.66
Uttar Pradesh,Lucknow,2020,10,47.47,24.91,53.87
Uttar Pradesh,Lucknow,2020,11,76.39,27.67,57.37
Uttar Pradesh,Lucknow,2020,12,70.98,20.95,71.29
Uttar Pradesh,Lucknow,2021,1,74.64,19.87,69.75
Uttar Pradesh,Lucknow,2021,2,22.96,18.1,44.09
Uttar Pradesh,Lucknow,2021,3,19.59,25.14,63.26
Uttar Pradesh,Lucknow,2021,4,25.25,31.52,52.07
Uttar Pradesh,Lucknow,2021,5,10.85,32.05,63.11
Uttar Pradesh,Lucknow,2021,6,162.61,40.68,80.82
Uttar Pradesh,Lucknow,2021,7,213.2,25.23,53.79
Uttar Pradesh,Lucknow,2021,8,265.15,27.77,58.52
Uttar Pradesh,Lucknow,2021,9,152.78,26.36,69.66
Uttar Pradesh,Lucknow,2021,10,63.78,33.36,46.27
Uttar Pradesh,Lucknow,2021,11,63.89,24.43,70.92
Uttar Pradesh,Lucknow,2021,12,35.3,19.06,54.45
Uttar Pradesh,Lucknow,2022,1,65.86,19.56,47.8
Uttar Pradesh,Lucknow,2022,2,28.98,23.39,68.74
Uttar Pradesh,Lucknow,2022,3,8.23,31.85,77.37
Uttar Pradesh,Lucknow,2022,4,7.32,37.06,62.36
Uttar Pradesh,Lucknow,2022,5,9.83,34.78,52.18
Uttar Pradesh,Lucknow,2022,6,213.64,35.52,46.59
Uttar Pradesh,Lucknow,2022,7,221.2,23.79,83.49
Uttar Pradesh,Lucknow,2022,8,262.62,34.76,40.15
Uttar Pradesh,Lucknow,2022,9,137.79,34.01,81.75
Uttar Pradesh,Lucknow,2022,10,41.83,34.86,66.26
Uttar Pradesh,Lucknow,2022,11,29.4,28.51,48.96
Uttar Pradesh,Lucknow,2022,12,13.57,17.56,84.18
Uttar Pradesh,Lucknow,2023,1,51.67,18.19,57.41
Uttar Pradesh,Lucknow,2023,2,4.78,14.35,56.26
Uttar Pradesh,Lucknow,2023,3,32.05,20.82,78.12
Uttar Pradesh,Lucknow,2023,4,11.09,35.68,52.08
Uttar Pradesh,Lucknow,2023,5,31.35,40.96,70.9
Uttar Pradesh,Lucknow,2023,6,140.98,40.48,65.5
Uttar Pradesh,Lucknow,2023,7,101.97,25.06,68.1
Uttar Pradesh,Lucknow,2023,8,155.43,26.45,50.37
Uttar Pradesh,Lucknow,2023,9,223.66,28.56,52.0
Uttar Pradesh,Lucknow,2023,10,48.68,32.61,46.83
Uttar Pradesh,Lucknow,2023,11,48.76,24.75,49.89
Uttar Pradesh,Lucknow,2023,12,66.4,22.73,49.14
Uttar Pradesh,Kanpur,2015,1,53.14,24.41,44.1
Uttar Pradesh,Kanpur,2015,2,29.62,24.72,52.14
Uttar Pradesh,Kanpur,2015,3,19.45,21.44,78.04
Uttar Pradesh,Kanpur,2015,4,8.84,34.43,47.45
Uttar Pradesh,Kanpur,2015,5,6.94,31.08,44.83
Uttar Pradesh,Kanpur,2015,6,147.75,32.32,66.08
Uttar Pradesh,Kanpur,2015,7,219.94,25.8,49.6
Uttar Pradesh,Kanpur,2015,8,120.07,21.23,72.06
Uttar Pradesh,Kanpur,2015,9,188.51,31.09,57.3
Uttar Pradesh,Kanpur,2015,10,53.05,25.7,64.36
