State,District,Year,Season,Crop,Yield_per_Hectare,Area_Hectares,Production_Tonnes
Haryana,Rohtak,2016,Zaid,Watermelon,20.02,353.68,39799.89
Haryana,Rohtak,2016,Zaid,Cucumber,12.63,192.83,53261.2
Haryana,Rohtak,2016,Zaid,Sugarcane,45.84,3844.22,103242.88
Haryana,Rohtak,2017,Kharif,Rice,5.1,511.89,20682.14
Haryana,Rohtak,2017,Kharif,Cotton,2.35,1540.33,10848.42
Haryana,Rohtak,2017,Kharif,Sugarcane,87.98,4354.31,314051.05
Haryana,Rohtak,2017,Kharif,Maize,5.38,3819.03,1822.12
Haryana,Rohtak,2017,Kharif,Soybean,1.52,818.74,7201.11
Haryana,Rohtak,2017,Rabi,Wheat,4.43,1589.82,6547.89
Haryana,Rohtak,2017,Rabi,Barley,3.05,2592.48,9250.01
Haryana,Rohtak,2017,Rabi,Mustard,2.4,1239.88,6555.34
Haryana,Rohtak,2017,Rabi,Gram,1.38,1189.52,3107.72
Haryana,Rohtak,2017,Rabi,Peas,2.44,4226.84,11009.84
Haryana,Rohtak,2017,Zaid,Fodder,19.94,707.76,45621.25
Haryana,Rohtak,2017,Zaid,Vegetables,11.67,2361.6,25634.68
Haryana,Rohtak,2017,Zaid,Watermelon,29.81,2001.81,140745.74
Haryana,Rohtak,2017,Zaid,Cucumber,13.61,301.59,42340.4
Haryana,Rohtak,2017,Zaid,Sugarcane,143.09,3066.72,584821.12
Haryana,Rohtak,2018,Kharif,Rice,3.55,3889.58,6868.24
Haryana,Rohtak,2018,Kharif,Cotton,2.14,1273.19,3205.84
Haryana,Rohtak,2018,Kharif,Sugarcane,81.18,2978.42,345624.9
Haryana,Rohtak,2018,Kharif,Maize,5.1,1343.37,21164.57
Haryana,Rohtak,2018,Kharif,Soybean,1.46,1276.13,2921.33
Haryana,Rohtak,2018,Rabi,Wheat,4.17,222.61,18215.27
Haryana,Rohtak,2018,Rabi,Barley,2.51,2164.13,4610.77
Haryana,Rohtak,2018,Rabi,Mustard,1.41,1078.63,753.0
Haryana,Rohtak,2018,Rabi,Gram,1.22,1117.72,4776.09
Haryana,Rohtak,2018,Rabi,Peas,1.72,3964.96,5605.13
Haryana,Rohtak,2018,Zaid,Fodder,19.29,3718.53,77181.46
Haryana,Rohtak,2018,Zaid,Vegetables,13.1,2580.58,16861.11
Haryana,Rohtak,2018,Zaid,Watermelon,14.78,1296.41,72698.18
Haryana,Rohtak,2018,Zaid,Cucumber,21.43,2171.07,27969.21
Haryana,Rohtak,2018,Zaid,Sugarcane,146.33,4338.1,107944.65
Haryana,Rohtak,2019,Kharif,Rice,5.35,3193.36,24533.89
Haryana,Rohtak,2019,Kharif,Cotton,2.42,4794.09,3320.97
Haryana,Rohtak,2019,Kharif,Sugarcane,80.24,3710.63,35600.05
Haryana,Rohtak,2019,Kharif,Maize,7.94,2966.08,30108.08
Haryana,Rohtak,2019,Kharif,Soybean,1.94,485.46,6734.01
Haryana,Rohtak,2019,Rabi,Wheat,5.03,3704.43,21043.27
Haryana,Rohtak,2019,Rabi,Barley,3.37,598.83,14989.66
Haryana,Rohtak,2019,Rabi,Mustard,2.02,2294.33,9377.44
Haryana,Rohtak,2019,Rabi,Gram,1.02,3677.81,2444.07
Haryana,Rohtak,2019,Rabi,Peas,1.87,3249.9,6132.3
Haryana,Rohtak,2019,Zaid,Fodder,27.78,1475.25,65603.69
Haryana,Rohtak,2019,Zaid,Vegetables,16.84,3289.4,66225.08
Haryana,Rohtak,2019,Zaid,Watermelon,23.27,3570.03,4131.57
Haryana,Rohtak,2019,Zaid,Cucumber,11.29,2080.17,55223.19
Haryana,Rohtak,2019,Zaid,Sugarcane,67.58,3245.33,29207.91
Haryana,Rohtak,2020,Kharif,Rice,6.02,3489.11,708.76
Haryana,Rohtak,2020,Kharif,Cotton,2.51,2532.26,11408.09
Haryana,Rohtak,2020,Kharif,Sugarcane,99.0,4207.06,339972.1
Haryana,Rohtak,2020,Kharif,Maize,5.83,4581.67,2499.73
Haryana,Rohtak,2020,Kharif,Soybean,0.98,4390.79,2656.98
Haryana,Rohtak,2020,Rabi,Wheat,3.61,1606.89,15706.75
Haryana,Rohtak,2020,Rabi,Barley,2.67,542.41,6206.18
Haryana,Rohtak,2020,Rabi,Mustard,1.91,1379.64,2988.06
Haryana,Rohtak,2020,Rabi,Gram,0.95,1021.09,2916.12
Haryana,Rohtak,2020,Rabi,Peas,1.53,4496.24,6684.2
Haryana,Rohtak,2020,Zaid,Fodder,20.77,3937.15,51017.72
Haryana,Rohtak,2020,Zaid,Vegetables,10.82,502.22,49649.12
Haryana,Rohtak,2020,Zaid,Watermelon,27.99,2090.81,45322.51
Haryana,Rohtak,2020,Zaid,Cucumber,20.37,1581.99,22374.1
Haryana,Rohtak,2020,Zaid,Sugarcane,147.85,474.14,503287.52
Haryana,Rohtak,2021,Kharif,Rice,2.31,1932.05,3265.81
Haryana,Rohtak,2021,Kharif,Cotton,3.87,1659.57,15828.71
Haryana,Rohtak,2021,Kharif,Sugarcane,102.86,4684.76,401293.95
Haryana,Rohtak,2021,Kharif,Maize,3.86,682.74,10801.33
Haryana,Rohtak,2021,Kharif,Soybean,2.4,4052.98,919.17
Haryana,Rohtak,2021,Rabi,Wheat,4.2,4442.34,16759.95
Haryana,Rohtak,2021,Rabi,Barley,1.76,4990.0,8607.92
Haryana,Rohtak,2021,Rabi,Mustard,1.77,4213.57,8623.05
Haryana,Rohtak,2021,Rabi,Gram,0.93,3813.7,905.57
Haryana,Rohtak,2021,Rabi,Peas,3.46,575.79,4086.62
Haryana,Rohtak,2021,Zaid,Fodder,32.65,549.33,145878.48
Haryana,Rohtak,2021,Zaid,Vegetables,23.94,4964.49,115075.62
Haryana,Rohtak,2021,Zaid,Watermelon,11.26,1987.38,15422.14
Haryana,Rohtak,2021,Zaid,Cucumber,23.78,947.94,108949.96
Haryana,Rohtak,2021,Zaid,Sugarcane,70.47,1912.88,167020.0
Haryana,Rohtak,2022,Kharif,Rice,7.55,4250.26,31833.58
Haryana,Rohtak,2022,Kharif,Cotton,2.71,410.24,4450.76
Haryana,Rohtak,2022,Kharif,Sugarcane,72.07,544.32,37985.82
Haryana,Rohtak,2022,Kharif,Maize,4.98,1322.35,8612.94
Haryana,Rohtak,2022,Kharif,Soybean,2.45,4259.98,11695.2
Haryana,Rohtak,2022,Rabi,Wheat,2.81,388.54,4519.36
Haryana,Rohtak,2022,Rabi,Barley,1.95,530.96,7014.13
Haryana,Rohtak,2022,Rabi,Mustard,2.5,4451.2,5248.15
Haryana,Rohtak,2022,Rabi,Gram,1.46,3863.46,2439.29
Haryana,Rohtak,2022,Rabi,Peas,2.93,2217.58,11056.86
Haryana,Rohtak,2022,Zaid,Fodder,27.29,1587.52,107438.16
Haryana,Rohtak,2022,Zaid,Vegetables,16.7,2995.96,13239.32
Haryana,Rohtak,2022,Zaid,Watermelon,35.1,3029.96,62199.47
Haryana,Rohtak,2022,Zaid,Cucumber,9.43,501.97,29489.04
Haryana,Rohtak,2022,Zaid,Sugarcane,79.24,2154.82,48556.61
Haryana,Rohtak,2023,Kharif,Rice,4.91,3239.51,17080.91
Haryana,Rohtak,2023,Kharif,Cotton,1.49,3793.4,6275.76
Haryana,Rohtak,2023,Kharif,Sugarcane,103.76,748.83,348045.43
Haryana,Rohtak,2023,Kharif,Maize,4.2,2082.04,3328.79
Haryana,Rohtak,2023,Kharif,Soybean,3.89,844.53,1982.33
Haryana,Rohtak,2023,Rabi,Wheat,5.08,3226.38,4747.68
Haryana,Rohtak,2023,Rabi,Barley,4.75,2885.56,9357.4
Haryana,Rohtak,2023,Rabi,Mustard,1.24,3193.99,3141.87
Haryana,Rohtak,2023,Rabi,Gram,2.16,3754.2,333.64
Haryana,Rohtak,2023,Rabi,Peas,2.2,4018.3,7047.72
Haryana,Rohtak,2023,Zaid,Fodder,36.44,2512.16,139370.22
Haryana,Rohtak,2023,Zaid,Vegetables,16.91,3546.95,14775.84
Haryana,Rohtak,2023,Zaid,Watermelon,16.01,3338.94,73232.4
Haryana,Rohtak,2023,Zaid,Cucumber,11.94,2517.39,8728.31
Haryana,Rohtak,2023,Zaid,Sugarcane,111.98,4702.45,90617.71
Uttar Pradesh,Lucknow,2015,Kharif,Rice,3.42,1012.7,12359.81
Uttar Pradesh,Lucknow,2015,Kharif,Cotton,2.11,2607.43,9778.4
Uttar Pradesh,Lucknow,2015,Kharif,Sugarcane,110.76,822.36,353947.8
Uttar Pradesh,Lucknow,2015,Kharif,Maize,3.96,1962.51,5984.12
Uttar Pradesh,Lucknow,2015,Kharif,Soybean,1.49,4175.59,2059.1
Uttar Pradesh,Lucknow,2015,Rabi,Wheat,3.86,1572.14,9421.41
Uttar Pradesh,Lucknow,2015,Rabi,Barley,3.7,3493.69,11373.52
Uttar Pradesh,Lucknow,2015,Rabi,Mustard,1.71,214.14,7463.04
Uttar Pradesh,Lucknow,2015,Rabi,Gram,2.17,2963.68,3725.16
Uttar Pradesh,Lucknow,2015,Rabi,Peas,2.67,1100.76,1495.22
Uttar Pradesh,Lucknow,2015,Zaid,Fodder,24.51,1836.65,99179.5
Uttar Pradesh,Lucknow,2015,Zaid,Vegetables,12.16,2701.13,56455.9
Uttar Pradesh,Lucknow,2015,Zaid,Watermelon,24.52,1803.21,86241.77
Uttar Pradesh,Lucknow,2015,Zaid,Cucumber,22.36,4164.98,10351.11
Uttar Pradesh,Lucknow,2015,Zaid,Sugarcane,106.32,2141.78,77302.38
Uttar Pradesh,Lucknow,2016,Kharif,Rice,7.49,212.85,3985.02
Uttar Pradesh,Lucknow,2016,Kharif,Cotton,2.31,1048.3,4559.85
Uttar Pradesh,Lucknow,2016,Kharif,Sugarcane,114.08,2986.7,383367.68
Uttar Pradesh,Lucknow,2016,Kharif,Maize,6.44,3792.96,20053.69
Uttar Pradesh,Lucknow,2016,Kharif,Soybean,1.2,1713.43,4596.0
Uttar Pradesh,Lucknow,2016,Rabi,Wheat,6.41,2653.17,25710.2
Uttar Pradesh,Lucknow,2016,Rabi,Barley,4.45,2844.59,21189.76
Uttar Pradesh,Lucknow,2016,Rabi,Mustard,1.64,2986.69,6221.8
Uttar Pradesh,Lucknow,2016,Rabi,Gram,1.38,3682.28,6605.07
Uttar Pradesh,Lucknow,2016,Rabi,Peas,1.96,2847.89,5860.16
Uttar Pradesh,Lucknow,2016,Zaid,Fodder,41.61,2103.31,48012.51
Uttar Pradesh,Lucknow,2016,Zaid,Vegetables,9.3,3670.69,6678.37
Uttar Pradesh,Lucknow,2016,Zaid,Watermelon,25.04,4058.36,33900.3
Uttar Pradesh,Lucknow,2016,Zaid,Cucumber,16.29,4091.99,43836.15
Uttar Pradesh,Lucknow,2016,Zaid,Sugarcane,127.54,1725.47,443209.7
Uttar Pradesh,Lucknow,2017,Kharif,Rice,3.82,1901.04,12813.42
Uttar Pradesh,Lucknow,2017,Kharif,Cotton,3.72,4375.92,3269.69
Uttar Pradesh,Lucknow,2017,Kharif,Sugarcane,129.26,4515.24,494372.56
Uttar Pradesh,Lucknow,2017,Kharif,Maize,2.95,1302.8,3329.48
Uttar Pradesh,Lucknow,2017,Kharif,Soybean,2.22,1779.96,6037.63
Uttar Pradesh,Lucknow,2017,Rabi,Wheat,4.82,2169.79,21917.25
Uttar Pradesh,Lucknow,2017,Rabi,Barley,3.6,3092.98,7408.45
Uttar Pradesh,Lucknow,2017,Rabi,Mustard,1.53,2450.19,2171.01
Uttar Pradesh,Lucknow,2017,Rabi,Gram,1.07,2916.72,1858.6
Uttar Pradesh,Lucknow,2017,Rabi,Peas,1.54,1083.26,7222.6
Uttar Pradesh,Lucknow,2017,Zaid,Fodder,19.45,3957.73,33368.58
Uttar Pradesh,Lucknow,2017,Zaid,Vegetables,23.44,3530.1,58444.79
Uttar Pradesh,Lucknow,2017,Zaid,Watermelon,21.12,1454.53,102179.14
Uttar Pradesh,Lucknow,2017,Zaid,Cucumber,11.65,4856.59,23191.17
Uttar Pradesh,Lucknow,2017,Zaid,Sugarcane,142.36,2199.86,239703.64
Uttar Pradesh,Lucknow,2018,Kharif,Rice,3.43,677.3,10699.37
Uttar Pradesh,Lucknow,2018,Kharif,Cotton,2.55,1197.7,7911.69
Uttar Pradesh,Lucknow,2018,Kharif,Sugarcane,72.47,3860.77,283740.2
Uttar Pradesh,Lucknow,2018,Kharif,Maize,6.38,3095.75,14414.02
Uttar Pradesh,Lucknow,2018,Kharif,Soybean,2.17,3640.87,9937.51
Uttar Pradesh,Lucknow,2018,Rabi,Wheat,3.78,1819.72,9720.93
Uttar Pradesh,Lucknow,2018,Rabi,Barley,2.95,2040.41,3069.37
Uttar Pradesh,Lucknow,2018,Rabi,Mustard,1.22,1703.68,2964.86
Uttar Pradesh,Lucknow,2018,Rabi,Gram,1.36,1475.83,978.79
Uttar Pradesh,Lucknow,2018,Rabi,Peas,2.2,3751.03,3509.84
Uttar Pradesh,Lucknow,2018,Zaid,Fodder,22.62,1969.69,63581.08
Uttar Pradesh,Lucknow,2018,Zaid,Vegetables,17.86,1344.79,59106.44
Uttar Pradesh,Lucknow,2018,Zaid,Watermelon,9.66,3205.47,24928.59
Uttar Pradesh,Lucknow,2018,Zaid,Cucumber,7.33,1099.51,33429.5
Uttar Pradesh,Lucknow,2018,Zaid,Sugarcane,69.28,4286.23,302406.47
Uttar Pradesh,Lucknow,2019,Kharif,Rice,3.6,3993.35,9645.15
Uttar Pradesh,Lucknow,2019,Kharif,Cotton,3.17,611.2,5689.27
Uttar Pradesh,Lucknow,2019,Kharif,Sugarcane,71.9,177.29,93518.58
Uttar Pradesh,Lucknow,2019,Kharif,Maize,3.53,3113.77,7916.74
Uttar Pradesh,Lucknow,2019,Kharif,Soybean,3.99,4141.01,8272.79
Uttar Pradesh,Lucknow,2019,Rabi,Wheat,5.17,335.58,8944.35
Uttar Pradesh,Lucknow,2019,Rabi,Barley,3.16,4277.57,4940.07
Uttar Pradesh,Lucknow,2019,Rabi,Mustard,1.42,3485.28,5091.95
Uttar Pradesh,Lucknow,2019,Rabi,Gram,1.77,2277.79,5619.92
Uttar Pradesh,Lucknow,2019,Rabi,Peas,3.63,1885.71,1119.85
Uttar Pradesh,Lucknow,2019,Zaid,Fodder,42.51,4751.33,206247.29
Uttar Pradesh,Lucknow,2019,Zaid,Vegetables,24.54,3280.14,81386.78
Uttar Pradesh,Lucknow,2019,Zaid,Watermelon,26.8,3400.53,62291.44
Uttar Pradesh,Lucknow,2019,Zaid,Cucumber,21.1,537.77,18519.45
Uttar Pradesh,Lucknow,2019,Zaid,Sugarcane,60.72,4717.73,116389.8
Uttar Pradesh,Lucknow,2020,Kharif,Rice,4.44,1514.0,9051.99
Uttar Pradesh,Lucknow,2020,Kharif,Cotton,3.06,4177.76,12762.68
Uttar Pradesh,Lucknow,2020,Kharif,Sugarcane,82.28,3928.26,235044.63
Uttar Pradesh,Lucknow,2020,Kharif,Maize,4.44,2573.87,10376.76
Uttar Pradesh,Lucknow,2020,Kharif,Soybean,1.53,2905.67,5303.73
Uttar Pradesh,Lucknow,2020,Rabi,Wheat,4.49,3059.68,4082.33
Uttar Pradesh,Lucknow,2020,Rabi,Barley,1.91,4596.5,5998.67
Uttar Pradesh,Lucknow,2020,Rabi,Mustard,1.46,3823.77,3857.33
Uttar Pradesh,Lucknow,2020,Rabi,Gram,1.87,2431.76,4214.25
Uttar Pradesh,Lucknow,2020,Rabi,Peas,2.32,1664.27,10430.13
Uttar Pradesh,Lucknow,2020,Zaid,Fodder,22.58,1584.66,70066.19
Uttar Pradesh,Lucknow,2020,Zaid,Vegetables,21.41,3229.37,34227.51
Uttar Pradesh,Lucknow,2020,Zaid,Watermelon,28.5,2406.68,71640.57
Uttar Pradesh,Lucknow,2020,Zaid,Cucumber,13.28,2862.02,63204.47
Uttar Pradesh,Lucknow,2020,Zaid,Sugarcane,124.06,1401.59,384747.3
Uttar Pradesh,Lucknow,2021,Kharif,Rice,6.04,4738.38,21150.14
Uttar Pradesh,Lucknow,2021,Kharif,Cotton,1.93,1131.49,5812.06
Uttar Pradesh,Lucknow,2021,Kharif,Sugarcane,114.09,3353.55,72783.11
Uttar Pradesh,Lucknow,2021,Kharif,Maize,8.42,2365.48,36256.02
Uttar Pradesh,Lucknow,2021,Kharif,Soybean,3.17,1387.87,10607.33
Uttar Pradesh,Lucknow,2021,Rabi,Wheat,6.12,3501.75,15111.33
Uttar Pradesh,Lucknow,2021,Rabi,Barley,3.08,2394.66,7856.9
Uttar Pradesh,Lucknow,2021,Rabi,Mustard,1.22,1778.78,4000.57
Uttar Pradesh,Lucknow,2021,Rabi,Gram,1.81,566.63,4917.76
Uttar Pradesh,Lucknow,2021,Rabi,Peas,3.25,1148.58,10912.43
Uttar Pradesh,Lucknow,2021,Zaid,Fodder,21.94,2728.39,106103.39
Uttar Pradesh,Lucknow,2021,Zaid,Vegetables,9.91,3898.71,37392.69
Uttar Pradesh,Lucknow,2021,Zaid,Watermelon,31.42,2481.32,95193.23
Uttar Pradesh,Lucknow,2021,Zaid,Cucumber,18.34,2557.77,60573.45
Uttar Pradesh,Lucknow,2021,Zaid,Sugarcane,66.75,4499.84,180314.84
Uttar Pradesh,Lucknow,2022,Kharif,Rice,6.61,676.03,6923.33
Uttar Pradesh,Lucknow,2022,Kharif,Cotton,1.82,3706.7,7215.74
Uttar Pradesh,Lucknow,2022,Kharif,Sugarcane,94.98,1572.86,225928.29
Uttar Pradesh,Lucknow,2022,Kharif,Maize,5.04,4985.75,11488.36
Uttar Pradesh,Lucknow,2022,Kharif,Soybean,2.43,4897.46,8207.49
Uttar Pradesh,Lucknow,2022,Rabi,Wheat,5.29,4120.52,6896.02
Uttar Pradesh,Lucknow,2022,Rabi,Barley,2.82,3596.86,8180.82
Uttar Pradesh,Lucknow,2022,Rabi,Mustard,2.52,1162.09,11841.18
Uttar Pradesh,Lucknow,2022,Rabi,Gram,1.53,281.69,3620.89
Uttar Pradesh,Lucknow,2022,Rabi,Peas,2.32,593.79,1115.34
Uttar Pradesh,Lucknow,2022,Zaid,Fodder,24.3,3329.36,7111.46
Uttar Pradesh,Lucknow,2022,Zaid,Vegetables,11.25,4706.57,26479.11
Uttar Pradesh,Lucknow,2022,Zaid,Watermelon,22.61,263.87,62408.06
Uttar Pradesh,Lucknow,2022,Zaid,Cucumber,14.85,2692.11,24325.17
Uttar Pradesh,Lucknow,2022,Zaid,Sugarcane,81.83,864.87,308627.3
Uttar Pradesh,Lucknow,2023,Kharif,Rice,4.7,1258.12,13124.45
Uttar Pradesh,Lucknow,2023,Kharif,Cotton,3.89,2281.33,13287.2
Uttar Pradesh,Lucknow,2023,Kharif,Sugarcane,66.46,2199.34,332275.64
Uttar Pradesh,Lucknow,2023,Kharif,Maize,5.34,1844.62,14341.32
Uttar Pradesh,Lucknow,2023,Kharif,Soybean,2.12,2326.83,1594.38
Uttar Pradesh,Lucknow,2023,Rabi,Wheat,3.99,518.34,4577.53
Uttar Pradesh,Lucknow,2023,Rabi,Barley,4.77,3791.08,14787.06
Uttar Pradesh,Lucknow,2023,Rabi,Mustard,0.9,3057.64,4127.34
Uttar Pradesh,Lucknow,2023,Rabi,Gram,1.23,1617.8,3821.19
Uttar Pradesh,Lucknow,2023,Rabi,Peas,3.02,4622.13,4942.46
Uttar Pradesh,Lucknow,2023,Zaid,Fodder,33.23,2128.83,128482.65
Uttar Pradesh,Lucknow,2023,Zaid,Vegetables,29.26,1413.35,141055.54
Uttar Pradesh,Lucknow,2023,Zaid,Watermelon,18.02,4869.62,60752.82
Uttar Pradesh,Lucknow,2023,Zaid,Cucumber,22.44,3400.37,27345.09
Uttar Pradesh,Lucknow,2023,Zaid,Sugarcane,88.18,4233.06,251101.5
Uttar Pradesh,Kanpur,2015,Kharif,Rice,3.72,2616.96,18128.82
Uttar Pradesh,Kanpur,2015,Kharif,Cotton,3.33,3380.0,4202.67
Uttar Pradesh,Kanpur,2015,Kharif,Sugarcane,123.05,4735.28,438930.11
Uttar Pradesh,Kanpur,2015,Kharif,Maize,5.49,2582.24,21105.41
Uttar Pradesh,Kanpur,2015,Kharif,Soybean,2.65,608.06,10787.31
Uttar Pradesh,Kanpur,2015,Rabi,Wheat,6.48,4004.14,5926.44
Uttar Pradesh,Kanpur,2015,Rabi,Barley,2.91,1679.13,2560.23
Uttar Pradesh,Kanpur,2015,Rabi,Mustard,1.96,2969.35,7797.24
Uttar Pradesh,Kanpur,2015,Rabi,Gram,1.85,819.06,3209.43
Uttar Pradesh,Kanpur,2015,Rabi,Peas,2.58,4886.05,9861.94
Uttar Pradesh,Kanpur,2015,Zaid,Fodder,20.63,3182.67,40225.61
Uttar Pradesh,Kanpur,2015,Zaid,Vegetables,11.88,1936.44,48849.12
Uttar Pradesh,Kanpur,2015,Zaid,Watermelon,21.38,635.94,12360.53
Uttar Pradesh,Kanpur,2015,Zaid,Cucumber,19.64,4265.01,89080.75
Uttar Pradesh,Kanpur,2015,Zaid,Sugarcane,66.72,4614.7,68002.1
Uttar Pradesh,Kanpur,2016,Kharif,Rice,7.08,807.48,7857.53
Uttar Pradesh,Kanpur,2016,Kharif,Cotton,4.11,591.31,12345.96
Uttar Pradesh,Kanpur,2016,Kharif,Sugarcane,110.14,2201.31,173408.13
Uttar Pradesh,Kanpur,2016,Kharif,Maize,4.08,1469.35,10345.73
Uttar Pradesh,Kanpur,2016,Kharif,Soybean,1.29,759.44,304.56
Uttar Pradesh,Kanpur,2016,Rabi,Wheat,3.35,1294.77,4322.58
Uttar Pradesh,Kanpur,2016,Rabi,Barley,1.96,577.49,1971.43
Uttar Pradesh,Kanpur,2016,Rabi,Mustard,1.03,2006.92,1093.51
Uttar Pradesh,Kanpur,2016,Rabi,Gram,1.85,2034.97,2830.69
Uttar Pradesh,Kanpur,2016,Rabi,Peas,2.61,2907.75,12946.1
Uttar Pradesh,Kanpur,2016,Zaid,Fodder,27.94,631.2,77205.46
Uttar Pradesh,Kanpur,2016,Zaid,Vegetables,19.62,3728.27,37843.44
Uttar Pradesh,Kanpur,2016,Zaid,Watermelon,22.61,3476.31,9538.63
Uttar Pradesh,Kanpur,2016,Zaid,Cucumber,19.12,2545.04,5826.78
Uttar Pradesh,Kanpur,2016,Zaid,Sugarcane,111.96,2034.28,38257.42
Uttar Pradesh,Kanpur,2017,Kharif,Rice,3.7,4088.22,4403.29
Uttar Pradesh,Kanpur,2017,Kharif,Cotton,2.8,892.99,11884.06
Uttar Pradesh,Kanpur,2017,Kharif,Sugarcane,116.88,1357.84,257610.21
Uttar Pradesh,Kanpur,2017,Kharif,Maize,4.73,508.24,1331.22
Uttar Pradesh,Kanpur,2017,Kharif,Soybean,3.17,1230.39,10896.6
Uttar Pradesh,Kanpur,2017,Rabi,Wheat,5.13,4000.81,14825.33
Uttar Pradesh,Kanpur,2017,Rabi,Barley,4.99,3778.38,16286.74
Uttar Pradesh,Kanpur,2017,Rabi,Mustard,1.05,4090.32,5221.72
Uttar Pradesh,Kanpur,2017,Rabi,Gram,1.89,3445.12,1331.91
Uttar Pradesh,Kanpur,2017,Rabi,Peas,2.02,2837.4,1190.68
Uttar Pradesh,Kanpur,2017,Zaid,Fodder,23.56,2939.93,55983.26
Uttar Pradesh,Kanpur,2017,Zaid,Vegetables,7.09,677.54,12246.27
Uttar Pradesh,Kanpur,2017,Zaid,Watermelon,17.41,3224.32,35689.68
Uttar Pradesh,Kanpur,2017,Zaid,Cucumber,14.28,4767.74,29532.17
Uttar Pradesh,Kanpur,2017,Zaid,Sugarcane,48.44,2174.87,179289.1
Uttar Pradesh,Kanpur,2018,Kharif,Rice,5.69,2599.22,10804.54
Uttar Pradesh,Kanpur,2018,Kharif,Cotton,1.74,4337.71,8085.33
Uttar Pradesh,Kanpur,2018,Kharif,Sugarcane,86.01,1903.48,105865.26
Uttar Pradesh,Kanpur,2018,Kharif,Maize,4.85,3443.97,15252.72
Uttar Pradesh,Kanpur,2018,Kharif,Soybean,1.31,2298.31,5830.49
Uttar Pradesh,Kanpur,2018,Rabi,Wheat,2.93,1626.34,13498.02
Uttar Pradesh,Kanpur,2018,Rabi,Barley,2.44,3482.31,4379.42
Uttar Pradesh,Kanpur,2018,Rabi,Mustard,0.83,499.29,274.12
Uttar Pradesh,Kanpur,2018,Rabi,Gram,1.45,4563.32,1887.8
Uttar Pradesh,Kanpur,2018,Rabi,Peas,1.53,2614.81,4901.28
Uttar Pradesh,Kanpur,2018,Zaid,Fodder,30.29,158.48,35761.42
Uttar Pradesh,Kanpur,2018,Zaid,Vegetables,26.46,2323.6,66541.7
Uttar Pradesh,Kanpur,2018,Zaid,Watermelon,25.34,3526.37,26408.79
Uttar Pradesh,Kanpur,2018,Zaid,Cucumber,14.15,4547.02,63337.36
Uttar Pradesh,Kanpur,2018,Zaid,Sugarcane,60.83,4559.37,214310.89
Uttar Pradesh,Kanpur,2019,Kharif,Rice,1.9,2021.59,5237.57
Uttar Pradesh,Kanpur,2019,Kharif,Cotton,2.55,2820.88,4257.48
Uttar Pradesh,Kanpur,2019,Kharif,Sugarcane,69.22,1368.45,263368.73
Uttar Pradesh,Kanpur,2019,Kharif,Maize,6.32,2341.77,27437.28
Uttar Pradesh,Kanpur,2019,Kharif,Soybean,1.62,2000.09,1945.29
Uttar Pradesh,Kanpur,2019,Rabi,Wheat,4.97,4229.68,23162.76
Uttar Pradesh,Kanpur,2019,Rabi,Barley,3.89,3211.61,16438.07
Uttar Pradesh,Kanpur,2019,Rabi,Mustard,2.45,2414.85,3086.02
Uttar Pradesh,Kanpur,2019,Rabi,Gram,0.9,2942.71,1947.25
Uttar Pradesh,Kanpur,2019,Rabi,Peas,3.87,1733.32,14689.32
Uttar Pradesh,Kanpur,2019,Zaid,Fodder,32.2,4973.27,56905.14
Uttar Pradesh,Kanpur,2019,Zaid,Vegetables,18.73,1476.44,50817.73
Uttar Pradesh,Kanpur,2019,Zaid,Watermelon,11.27,4378.9,25359.88
Uttar Pradesh,Kanpur,2019,Zaid,Cucumber,23.67,2752.87,117289.7
Uttar Pradesh,Kanpur,2019,Zaid,Sugarcane,101.02,4241.12,90389.0
Uttar Pradesh,Kanpur,2020,Kharif,Rice,2.86,4258.68,12768.19
Uttar Pradesh,Kanpur,2020,Kharif,Cotton,2.79,4459.88,11257.87
Uttar Pradesh,Kanpur,2020,Kharif,Sugarcane,65.34,626.76,161536.57
Uttar Pradesh,Kanpur,2020,Kharif,Maize,7.84,1602.7,18044.4
Uttar Pradesh,Kanpur,2020,Kharif,Soybean,2.14,2149.81,5049.73
Uttar Pradesh,Kanpur,2020,Rabi,Wheat,5.33,843.33,10651.8
Uttar Pradesh,Kanpur,2020,Rabi,Barley,3.02,1755.48,14262.37
Uttar Pradesh,Kanpur,2020,Rabi,Mustard,2.33,2941.85,7195.01
Uttar Pradesh,Kanpur,2020,Rabi,Gram,1.29,2689.28,2334.26
Uttar Pradesh,Kanpur,2020,Rabi,Peas,2.96,1956.88,8868.99
Uttar Pradesh,Kanpur,2020,Zaid,Fodder,33.78,4773.9,122177.98
Uttar Pradesh,Kanpur,2020,Zaid,Vegetables,12.41,747.86,26156.97
Uttar Pradesh,Kanpur,2020,Zaid,Watermelon,15.75,3860.9,35743.61
Uttar Pradesh,Kanpur,2020,Zaid,Cucumber,14.89,3021.1,35655.46
Uttar Pradesh,Kanpur,2020,Zaid,Sugarcane,86.76,2868.5,359587.02
Uttar Pradesh,Kanpur,2021,Kharif,Rice,2.57,2395.34,2566.3
Uttar Pradesh,Kanpur,2021,Kharif,Cotton,4.15,2275.79,14028.67
Uttar Pradesh,Kanpur,2021,Kharif,Sugarcane,82.56,3820.52,408113.6
Uttar Pradesh,Kanpur,2021,Kharif,Maize,3.73,2155.27,3801.69
